name,1-gram,2-gram,3-gram,last_letter_vowel,vowel,sonorants,ratio_of_syllable,gender
leshell,l,ll,ell,0,n,na,0.0,F
leshelle,e,le,lle,1,e,na,0.3,F
leshia,a,ia,hia,1,a,na,0.5,F
leshly,y,ly,hly,0,n,na,0.0,F
leshon,n,on,hon,0,n,na,0.0,M
leshonda,a,da,nda,1,a,na,0.3,F
leshun,n,un,hun,0,n,na,0.0,M
leshunda,a,da,nda,1,a,na,0.3,F
lesi,i,si,esi,1,i,na,0.5,F
lesia,a,ia,sia,1,a,na,0.5,F
lesie,e,ie,sie,1,e,na,1.0,F
lesieli,i,li,eli,1,i,na,0.3,F
lesile,e,le,ile,1,e,na,0.3,F
lesle,e,le,sle,1,e,na,0.5,F
leslea,a,ea,lea,1,a,na,0.5,F
leslee,e,ee,lee,1,e,na,1.0,F
leslei,i,ei,lei,1,i,na,0.5,F
lesleigh,h,gh,igh,0,n,na,0.0,F
lesleyann,n,nn,ann,0,n,na,0.0,F
lesleyanne,e,ne,nne,1,e,na,0.3,F
lesli,i,li,sli,1,i,na,0.5,F
leslian,n,an,ian,0,n,na,0.0,F
lesliann,n,nn,ann,0,n,na,0.0,F
leslianne,e,ne,nne,1,e,na,0.5,F
leslieann,n,nn,ann,0,n,na,0.0,F
leslieanne,e,ne,nne,1,e,na,0.5,F
lesliee,e,ee,iee,1,e,na,1.0,F
leslly,y,ly,lly,0,n,na,0.0,F
lesly,y,ly,sly,0,n,na,0.0,F
leslyann,n,nn,ann,0,n,na,0.0,F
leslye,e,ye,lye,1,e,na,1.0,F
leslyn,n,yn,lyn,0,n,na,0.0,F
less,s,ss,ess,0,n,na,0.0,M
lessa,a,sa,ssa,1,a,na,0.5,F
lessette,e,te,tte,1,e,na,0.5,F
lessia,a,ia,sia,1,a,na,0.5,F
lessie,e,ie,sie,1,e,na,1.0,F
lessley,y,ey,ley,0,n,na,0.0,F
lessli,i,li,sli,1,i,na,0.5,F
lesslie,e,ie,lie,1,e,na,1.0,F
lessly,y,ly,sly,0,n,na,0.0,F
lesta,a,ta,sta,1,a,na,0.5,F
lestari,i,ri,ari,1,i,na,0.3,F
lestat,t,at,tat,0,n,na,0.0,M
lester,r,er,ter,0,n,na,0.0,M
lesther,r,er,her,0,n,na,0.0,M
lestie,e,ie,tie,1,e,na,1.0,F
lestina,a,na,ina,1,a,na,0.3,F
lestine,e,ne,ine,1,e,na,0.5,F
leston,n,on,ton,0,n,na,0.0,M
lesvia,a,ia,via,1,a,na,0.5,F
lesya,a,ya,sya,1,a,na,0.5,F
leszek,k,ek,zek,0,n,na,0.0,M
leta,a,ta,eta,1,a,na,0.5,F
letah,h,ah,tah,0,n,na,0.0,F
letanya,a,ya,nya,1,a,na,0.3,F
letara,a,ra,ara,1,a,na,0.3,F
letarsha,a,ha,sha,1,a,ha,0.3,F
letasha,a,ha,sha,1,a,ha,0.3,F
letavia,a,ia,via,1,a,na,0.3,F
letcher,r,er,her,0,n,na,0.0,M
letecia,a,ia,cia,1,a,na,0.3,F
leteisha,a,ha,sha,1,a,ha,0.3,F
letesha,a,ha,sha,1,a,ha,0.3,F
leteshia,a,ia,hia,1,a,na,0.3,F
letetia,a,ia,tia,1,a,na,0.3,F
letha,a,ha,tha,1,a,ha,0.5,F
lethaniel,l,el,iel,0,n,na,0.0,M
lethe,e,he,the,1,e,na,1.0,F
lethea,a,ea,hea,1,a,na,0.5,F
lethel,l,el,hel,0,n,na,0.0,M
lethell,l,ll,ell,0,n,na,0.0,M
lether,r,er,her,0,n,na,0.0,F
lethia,a,ia,hia,1,a,na,0.5,F
lethie,e,ie,hie,1,e,na,1.0,F
leti,i,ti,eti,1,i,na,0.5,F
letia,a,ia,tia,1,a,na,0.5,F
letian,n,an,ian,0,n,na,0.0,M
letica,a,ca,ica,1,a,na,0.3,F
leticha,a,ha,cha,1,a,ha,0.3,F
leticia,a,ia,cia,1,a,na,0.3,F
leticija,a,ja,ija,1,a,na,0.2,F
letina,a,na,ina,1,a,na,0.3,F
letisa,a,sa,isa,1,a,na,0.3,F
letisha,a,ha,sha,1,a,ha,0.3,F
letishia,a,ia,hia,1,a,na,0.3,F
letisia,a,ia,sia,1,a,na,0.3,F
letita,a,ta,ita,1,a,na,0.3,F
letitia,a,ia,tia,1,a,na,0.3,F
letizia,a,ia,zia,1,a,na,0.3,F
leto,o,to,eto,1,o,na,0.5,F
letonia,a,ia,nia,1,a,na,0.3,F
letonya,a,ya,nya,1,a,na,0.3,F
letoria,a,ia,ria,1,a,na,0.3,F
letosha,a,ha,sha,1,a,ha,0.3,F
letoya,a,ya,oya,1,a,na,0.3,F
letrece,e,ce,ece,1,e,na,0.5,F
letrecia,a,ia,cia,1,a,na,0.3,F
letrell,l,ll,ell,0,n,na,0.0,M
letrese,e,se,ese,1,e,na,0.5,F
letriana,a,na,ana,1,a,na,0.3,F
letrica,a,ca,ica,1,a,na,0.3,F
letrice,e,ce,ice,1,e,na,0.5,F
letricia,a,ia,cia,1,a,na,0.3,F
letrina,a,na,ina,1,a,na,0.3,F
letrisha,a,ha,sha,1,a,ha,0.3,F
letroy,y,oy,roy,0,n,na,0.0,M
letta,a,ta,tta,1,a,na,0.5,F
letti,i,ti,tti,1,i,na,0.5,F
lettia,a,ia,tia,1,a,na,0.5,F
lettica,a,ca,ica,1,a,na,0.3,F
lettice,e,ce,ice,1,e,na,0.5,F
letticia,a,ia,cia,1,a,na,0.3,F
lettie,e,ie,tie,1,e,na,1.0,F
letty,y,ty,tty,0,n,na,0.0,F
lettye,e,ye,tye,1,e,na,1.0,F
letwan,n,an,wan,0,n,na,0.0,M
lety,y,ty,ety,0,n,na,0.0,F
letycia,a,ia,cia,1,a,na,0.3,F
letzy,y,zy,tzy,0,n,na,0.0,F
leuan,n,an,uan,0,n,na,0.0,M
leudagar,r,ar,gar,0,n,na,0.0,M
leudbald,d,ld,ald,0,n,na,0.0,M
leudoberct,t,ct,rct,0,n,na,0.0,M
leudy,y,dy,udy,0,n,na,0.0,M
leui,i,ui,eui,1,i,na,1.0,M
leul,l,ul,eul,0,n,na,0.0,M
leum,m,um,eum,0,n,na,0.0,M
leuna,a,na,una,1,a,na,0.5,F
leura,a,ra,ura,1,a,na,0.5,F
leusa,a,sa,usa,1,a,na,0.5,F
leutgard,d,rd,ard,0,n,na,0.0,F
leuthar,r,ar,har,0,n,na,0.0,M
leutrim,m,im,rim,0,n,na,0.0,M
leutwin,n,in,win,0,n,na,0.0,M
leuvenia,a,ia,nia,1,a,na,0.3,F
lev,v,ev,lev,0,n,na,0.0,M
leva,a,va,eva,1,a,na,0.5,F
levada,a,da,ada,1,a,na,0.3,F
levaeh,h,eh,aeh,0,n,na,0.0,F
levan,n,an,van,0,n,na,0.0,M
levana,a,na,ana,1,a,na,0.3,F
levance,e,ce,nce,1,e,na,0.5,M
levander,r,er,der,0,n,na,0.0,M
levane,e,ne,ane,1,e,na,0.5,M
levani,i,ni,ani,1,i,na,0.3,F
levant,t,nt,ant,0,n,na,0.0,M
levante,e,te,nte,1,e,na,0.5,M
levar,r,ar,var,0,n,na,0.0,M
levarn,n,rn,arn,0,n,na,0.0,M
levarr,r,rr,arr,0,n,na,0.0,M
levata,a,ta,ata,1,a,na,0.3,F
levater,r,er,ter,0,n,na,0.0,F
levaughn,n,hn,ghn,0,n,na,0.0,M
levaun,n,un,aun,0,n,na,0.0,F
leve,e,ve,eve,1,e,na,1.0,M
leveah,h,ah,eah,0,n,na,0.0,F
levearn,n,rn,arn,0,n,na,0.0,F
leveda,a,da,eda,1,a,na,0.3,F
levee,e,ee,vee,1,e,na,1.0,F
levell,l,ll,ell,0,n,na,0.0,M
levella,a,la,lla,1,a,na,0.3,F
levelle,e,le,lle,1,e,na,0.3,M
leven,n,en,ven,0,n,na,0.0,M
levena,a,na,ena,1,a,na,0.3,F
levenia,a,ia,nia,1,a,na,0.3,F
levent,t,nt,ent,0,n,na,0.0,M
levente,e,te,nte,1,e,na,0.5,M
leveon,n,on,eon,0,n,na,0.0,M
levera,a,ra,era,1,a,na,0.3,F
leverda,a,da,rda,1,a,na,0.3,F
levere,e,re,ere,1,e,na,0.5,M
leverett,t,tt,ett,0,n,na,0.0,M
leverette,e,te,tte,1,e,na,0.3,M
leveria,a,ia,ria,1,a,na,0.3,F
levern,n,rn,ern,0,n,na,0.0,M
leverna,a,na,rna,1,a,na,0.3,F
leverne,e,ne,rne,1,e,na,0.5,M
levert,t,rt,ert,0,n,na,0.0,M
leverta,a,ta,rta,1,a,na,0.3,F
levertis,s,is,tis,0,n,na,0.0,M
levester,r,er,ter,0,n,na,0.0,M
leveta,a,ta,eta,1,a,na,0.3,F
levetta,a,ta,tta,1,a,na,0.3,F
levette,e,te,tte,1,e,na,0.5,F
levi,i,vi,evi,1,i,na,0.5,M
levia,a,ia,via,1,a,na,0.5,F
leviah,h,ah,iah,0,n,na,0.0,F
levian,n,an,ian,0,n,na,0.0,M
leviathan,n,an,han,0,n,na,0.0,M
levicy,y,cy,icy,0,n,na,0.0,F
levid,d,id,vid,0,n,na,0.0,M
levie,e,ie,vie,1,e,na,1.0,M
levii,i,ii,vii,1,i,na,0.5,M
levin,n,in,vin,0,n,na,0.0,M
levina,a,na,ina,1,a,na,0.3,F
levine,e,ne,ine,1,e,na,0.5,M
levinia,a,ia,nia,1,a,na,0.3,F
levio,o,io,vio,1,o,na,0.5,M
levion,n,on,ion,0,n,na,0.0,M
levis,s,is,vis,0,n,na,0.0,M
levit,t,it,vit,0,n,na,0.0,M
levita,a,ta,ita,1,a,na,0.3,F
leviticus,s,us,cus,0,n,na,0.0,M
levitt,t,tt,itt,0,n,na,0.0,M
levity,y,ty,ity,0,n,na,0.0,F
levolia,a,ia,lia,1,a,na,0.3,F
levon,n,on,von,0,n,na,0.0,M
levona,a,na,ona,1,a,na,0.3,F
levonda,a,da,nda,1,a,na,0.3,F
levone,e,ne,one,1,e,na,0.5,M
levonia,a,ia,nia,1,a,na,0.3,F
levonna,a,na,nna,1,a,na,0.3,F
levonne,e,ne,nne,1,e,na,0.5,F
levonta,a,ta,nta,1,a,na,0.3,M
levontae,e,ae,tae,1,e,na,0.5,M
levonte,e,te,nte,1,e,na,0.5,M
levora,a,ra,ora,1,a,na,0.3,F
levorn,n,rn,orn,0,n,na,0.0,M
levorne,e,ne,rne,1,e,na,0.5,M
levoy,y,oy,voy,0,n,na,0.0,M
levy,y,vy,evy,0,n,na,0.0,M
levyn,n,yn,vyn,0,n,na,0.0,M
lew,w,ew,lew,0,n,na,0.0,M
lewana,a,na,ana,1,a,na,0.3,F
lewanda,a,da,nda,1,a,na,0.3,F
lewann,n,nn,ann,0,n,na,0.0,F
lewanna,a,na,nna,1,a,na,0.3,F
leward,d,rd,ard,0,n,na,0.0,M
lewayne,e,ne,yne,1,e,na,0.5,M
lewell,l,ll,ell,0,n,na,0.0,M
lewella,a,la,lla,1,a,na,0.3,F
lewellyn,n,yn,lyn,0,n,na,0.0,M
lewes,s,es,wes,0,n,na,0.0,M
lewey,y,ey,wey,0,n,na,0.0,M
lewi,i,wi,ewi,1,i,na,0.5,M
lewie,e,ie,wie,1,e,na,1.0,M
lewin,n,in,win,0,n,na,0.0,M
lewis,s,is,wis,0,n,na,0.0,M
lewiss,s,ss,iss,0,n,na,0.0,M
lewon,n,on,won,0,n,na,0.0,F
lewy,y,wy,ewy,0,n,na,0.0,M
lewyn,n,yn,wyn,0,n,na,0.0,M
lewys,s,ys,wys,0,n,na,0.0,M
lex,x,ex,lex,0,n,na,0.0,M
lexa,a,xa,exa,1,a,na,0.5,F
lexah,h,ah,xah,0,n,na,0.0,F
lexander,r,er,der,0,n,na,0.0,M
lexandra,a,ra,dra,1,a,na,0.3,F
lexandria,a,ia,ria,1,a,na,0.3,F
lexandro,o,ro,dro,1,o,na,0.3,M
lexani,i,ni,ani,1,i,na,0.3,F
lexanie,e,ie,nie,1,e,na,0.5,F
lexanne,e,ne,nne,1,e,na,0.5,F
lexanni,i,ni,nni,1,i,na,0.3,F
lexany,y,ny,any,0,n,na,0.0,F
lexas,s,as,xas,0,n,na,0.0,F
lexcee,e,ee,cee,1,e,na,1.0,F
lexci,i,ci,xci,1,i,na,0.5,F
lexcie,e,ie,cie,1,e,na,1.0,F
lexe,e,xe,exe,1,e,na,1.0,F
lexee,e,ee,xee,1,e,na,1.0,F
lexes,s,es,xes,0,n,na,0.0,F
lexey,y,ey,xey,0,n,na,0.0,F
lexi,i,xi,exi,1,i,na,0.5,F
lexia,a,ia,xia,1,a,na,0.5,F
lexiana,a,na,ana,1,a,na,0.3,F
lexiann,n,nn,ann,0,n,na,0.0,F
lexianna,a,na,nna,1,a,na,0.3,F
lexie,e,ie,xie,1,e,na,1.0,F
lexiee,e,ee,iee,1,e,na,1.0,F
lexii,i,ii,xii,1,i,na,0.5,F
lexilynn,n,nn,ynn,0,n,na,0.0,F
lexin,n,in,xin,0,n,na,0.0,M
lexine,e,ne,ine,1,e,na,0.5,F
lexington,n,on,ton,0,n,na,0.0,F
lexis,s,is,xis,0,n,na,0.0,F
lexiss,s,ss,iss,0,n,na,0.0,F
lexius,s,us,ius,0,n,na,0.0,F
lexiy,y,iy,xiy,0,n,na,0.0,F
lexly,y,ly,xly,0,n,na,0.0,F
lexon,n,on,xon,0,n,na,0.0,M
lexsey,y,ey,sey,0,n,na,0.0,F
lexsie,e,ie,sie,1,e,na,1.0,F
lexsis,s,is,sis,0,n,na,0.0,F
lexsy,y,sy,xsy,0,n,na,0.0,F
lexton,n,on,ton,0,n,na,0.0,M
lexus,s,us,xus,0,n,na,0.0,F
lexx,x,xx,exx,0,n,na,0.0,M
lexxi,i,xi,xxi,1,i,na,0.5,F
lexxie,e,ie,xie,1,e,na,1.0,F
lexxis,s,is,xis,0,n,na,0.0,F
lexxus,s,us,xus,0,n,na,0.0,F
lexxy,y,xy,xxy,0,n,na,0.0,F
lexy,y,xy,exy,0,n,na,0.0,F
lexys,s,ys,xys,0,n,na,0.0,F
leya,a,ya,eya,1,a,na,0.5,F
leyah,h,ah,yah,0,n,na,0.0,F
leyan,n,an,yan,0,n,na,0.0,F
leyana,a,na,ana,1,a,na,0.3,F
leyani,i,ni,ani,1,i,na,0.3,F
leyann,n,nn,ann,0,n,na,0.0,F
leyanna,a,na,nna,1,a,na,0.3,F
leyat,t,at,yat,0,n,na,0.0,F
leycester,r,er,ter,0,n,na,0.0,M
leyda,a,da,yda,1,a,na,0.5,F
leyden,n,en,den,0,n,na,0.0,M
leydi,i,di,ydi,1,i,na,0.5,F
leydy,y,dy,ydy,0,n,na,0.0,F
leyiah,h,ah,iah,0,n,na,0.0,F
leyka,a,ka,yka,1,a,na,0.5,F
leyla,a,la,yla,1,a,na,0.5,F
leylah,h,ah,lah,0,n,na,0.0,F
leylan,n,an,lan,0,n,na,0.0,M
leyland,d,nd,and,0,n,na,0.0,M
leylani,i,ni,ani,1,i,na,0.3,F
leylanie,e,ie,nie,1,e,na,0.5,F
leylanni,i,ni,nni,1,i,na,0.3,F
leylany,y,ny,any,0,n,na,0.0,F
leyli,i,li,yli,1,i,na,0.5,F
leyna,a,na,yna,1,a,na,0.5,F
leynah,h,ah,nah,0,n,na,0.0,F
leyni,i,ni,yni,1,i,na,0.5,F
leyo,o,yo,eyo,1,o,na,0.5,M
leyona,a,na,ona,1,a,na,0.3,F
leyonna,a,na,nna,1,a,na,0.3,F
leyre,e,re,yre,1,e,na,1.0,F
leysha,a,ha,sha,1,a,ha,0.5,F
leyton,n,on,ton,0,n,na,0.0,M
leyun,n,un,yun,0,n,na,0.0,M
leyver,r,er,ver,0,n,na,0.0,M
leza,a,za,eza,1,a,na,0.5,F
lezah,h,ah,zah,0,n,na,0.0,F
lezanne,e,ne,nne,1,e,na,0.5,F
lezer,r,er,zer,0,n,na,0.0,M
lezette,e,te,tte,1,e,na,0.5,F
lezlee,e,ee,lee,1,e,na,1.0,F
lezley,y,ey,ley,0,n,na,0.0,F
lezli,i,li,zli,1,i,na,0.5,F
lezlie,e,ie,lie,1,e,na,1.0,F
lezly,y,ly,zly,0,n,na,0.0,F
lg,g,lg,lg,0,n,na,0.0,M
lhea,a,ea,hea,1,a,na,1.0,F
lhiam,m,am,iam,0,n,na,0.0,M
lhlyaijana,a,na,ana,1,a,na,0.3,F
lhoghan,n,an,han,0,n,na,0.0,M
li,i,li,li,1,i,na,1.0,F
lia,a,ia,lia,1,a,na,1.0,F
liaba,a,ba,aba,1,a,na,0.5,F
liabah,h,ah,bah,0,n,na,0.0,F
liad,d,ad,iad,0,n,na,0.0,M
liadan,n,an,dan,0,n,na,0.0,F
liah,h,ah,iah,0,n,na,0.0,F
liahm,m,hm,ahm,0,n,na,0.0,M
liahna,a,na,hna,1,a,na,0.5,F
liahona,a,na,ona,1,a,na,0.3,F
liala,a,la,ala,1,a,na,0.5,F
lialah,h,ah,lah,0,n,na,0.0,F
liam,m,am,iam,0,n,na,0.0,M
liamalexander,r,er,der,0,n,na,0.0,M
liamgabriel,l,el,iel,0,n,na,0.0,M
liamjames,s,es,mes,0,n,na,0.0,M
liamm,m,mm,amm,0,n,na,0.0,M
liammatthew,w,ew,hew,0,n,na,0.0,M
liammichael,l,el,ael,0,n,na,0.0,M
liamthomas,s,as,mas,0,n,na,0.0,M
lian,n,an,ian,0,n,na,0.0,M
liana,a,na,ana,1,a,na,0.5,F
lianabel,l,el,bel,0,n,na,0.0,F
lianah,h,ah,nah,0,n,na,0.0,F
liandra,a,ra,dra,1,a,na,0.5,F
liandro,o,ro,dro,1,o,na,0.5,M
liane,e,ne,ane,1,e,na,1.0,F
lianet,t,et,net,0,n,na,0.0,F
lianett,t,tt,ett,0,n,na,0.0,F
lianette,e,te,tte,1,e,na,0.5,F
liang,g,ng,ang,0,n,na,0.0,M
liani,i,ni,ani,1,i,na,0.5,F
liann,n,nn,ann,0,n,na,0.0,F
lianna,a,na,nna,1,a,na,0.5,F
liannah,h,ah,nah,0,n,na,0.0,F
lianne,e,ne,nne,1,e,na,1.0,F
liannette,e,te,tte,1,e,na,0.5,F
lianni,i,ni,nni,1,i,na,0.5,F
liannie,e,ie,nie,1,e,na,1.0,F
lianny,y,ny,nny,0,n,na,0.0,F
liany,y,ny,any,0,n,na,0.0,F
lianys,s,ys,nys,0,n,na,0.0,F
liara,a,ra,ara,1,a,na,0.5,F
liarna,a,na,rna,1,a,na,0.5,F
lias,s,as,ias,0,n,na,0.0,M
liasia,a,ia,sia,1,a,na,0.5,F
liat,t,at,iat,0,n,na,0.0,F
liav,v,av,iav,0,n,na,0.0,M
lib,b,ib,lib,0,n,na,0.0,F
liba,a,ba,iba,1,a,na,0.5,F
libaan,n,an,aan,0,n,na,0.0,M
libah,h,ah,bah,0,n,na,0.0,F
liban,n,an,ban,0,n,na,0.0,M
libbey,y,ey,bey,0,n,na,0.0,F
libbi,i,bi,bbi,1,i,na,0.5,F
libbie,e,ie,bie,1,e,na,1.0,F
libby,y,by,bby,0,n,na,0.0,F
libena,a,na,ena,1,a,na,0.3,F
liber,r,er,ber,0,n,na,0.0,M
libera,a,ra,era,1,a,na,0.3,F
liberato,o,to,ato,1,o,na,0.2,M
liberatore,e,re,ore,1,e,na,0.2,M
liberia,a,ia,ria,1,a,na,0.3,F
liberius,s,us,ius,0,n,na,0.0,M
libero,o,ro,ero,1,o,na,0.3,M
liberta,a,ta,rta,1,a,na,0.3,F
libertad,d,ad,tad,0,n,na,0.0,F
libertee,e,ee,tee,1,e,na,0.5,F
liberti,i,ti,rti,1,i,na,0.3,F
libertie,e,ie,tie,1,e,na,0.5,F
liberty,y,ty,rty,0,n,na,0.0,F
libeth,h,th,eth,0,n,na,0.0,F
libi,i,bi,ibi,1,i,na,0.5,F
libia,a,ia,bia,1,a,na,0.5,F
libin,n,in,bin,0,n,na,0.0,M
libitina,a,na,ina,1,a,na,0.2,F
libna,a,na,bna,1,a,na,0.5,F
libni,i,ni,bni,1,i,na,0.5,F
libny,y,ny,bny,0,n,na,0.0,F
libor,r,or,bor,0,n,na,0.0,M
liboria,a,ia,ria,1,a,na,0.3,F
liborio,o,io,rio,1,o,na,0.3,M
liborius,s,us,ius,0,n,na,0.0,M
libra,a,ra,bra,1,a,na,0.5,F
librada,a,da,ada,1,a,na,0.3,F
librado,o,do,ado,1,o,na,0.3,M
liby,y,by,iby,0,n,na,0.0,F
libya,a,ya,bya,1,a,na,0.5,F
lica,a,ca,ica,1,a,na,0.5,F
licet,t,et,cet,0,n,na,0.0,F
licette,e,te,tte,1,e,na,0.5,F
licha,a,ha,cha,1,a,ha,0.5,F
lichelle,e,le,lle,1,e,na,0.3,F
licia,a,ia,cia,1,a,na,0.5,F
liczy,y,zy,czy,0,n,na,0.0,F
lida,a,da,ida,1,a,na,0.5,F
liddia,a,ia,dia,1,a,na,0.5,F
liddie,e,ie,die,1,e,na,1.0,F
liddy,y,dy,ddy,0,n,na,0.0,F
lidea,a,ea,dea,1,a,na,0.5,F
lidell,l,ll,ell,0,n,na,0.0,M
lidia,a,ia,dia,1,a,na,0.5,F
lidiana,a,na,ana,1,a,na,0.3,F
lidie,e,ie,die,1,e,na,1.0,F
lidija,a,ja,ija,1,a,na,0.3,F
lidio,o,io,dio,1,o,na,0.5,M
lidiya,a,ya,iya,1,a,na,0.3,F
lidka,a,ka,dka,1,a,na,0.5,F
lido,o,do,ido,1,o,na,0.5,M
lidochka,a,ka,hka,1,a,na,0.3,F
liduvina,a,na,ina,1,a,na,0.2,F
lidwina,a,na,ina,1,a,na,0.3,F
lidy,y,dy,idy,0,n,na,0.0,F
lidya,a,ya,dya,1,a,na,0.5,F
lieba,a,ba,eba,1,a,na,0.5,F
lieber,r,er,ber,0,n,na,0.0,M
liedson,n,on,son,0,n,na,0.0,M
lief,f,ef,ief,0,n,na,0.0,M
lieke,e,ke,eke,1,e,na,1.0,F
liel,l,el,iel,0,n,na,0.0,F
liela,a,la,ela,1,a,na,0.5,F
lielah,h,ah,lah,0,n,na,0.0,F
liell,l,ll,ell,0,n,na,0.0,M
lielle,e,le,lle,1,e,na,0.5,F
liem,m,em,iem,0,n,na,0.0,M
lien,n,en,ien,0,n,na,0.0,F
liena,a,na,ena,1,a,na,0.5,F
lienna,a,na,nna,1,a,na,0.5,F
liepa,a,pa,epa,1,a,na,0.5,F
liera,a,ra,era,1,a,na,0.5,F
lieren,n,en,ren,0,n,na,0.0,F
lierin,n,in,rin,0,n,na,0.0,F
lierra,a,ra,rra,1,a,na,0.5,F
lies,s,es,ies,0,n,na,0.0,F
liesa,a,sa,esa,1,a,na,0.5,F
liesbeth,h,th,eth,0,n,na,0.0,F
liese,e,se,ese,1,e,na,1.0,F
liesel,l,el,sel,0,n,na,0.0,F
lieselotte,e,te,tte,1,e,na,0.3,F
liesha,a,ha,sha,1,a,ha,0.5,F
liesje,e,je,sje,1,e,na,1.0,F
liesl,l,sl,esl,0,n,na,0.0,F
liette,e,te,tte,1,e,na,1.0,F
lieu,u,eu,ieu,1,u,na,1.0,F
lieutenant,t,nt,ant,0,n,na,0.0,M
liev,v,ev,iev,0,n,na,0.0,M
lieve,e,ve,eve,1,e,na,1.0,F
lieven,n,en,ven,0,n,na,0.0,M
lievin,n,in,vin,0,n,na,0.0,M
lieza,a,za,eza,1,a,na,0.5,F
liezel,l,el,zel,0,n,na,0.0,F
liezl,l,zl,ezl,0,n,na,0.0,F
life,e,fe,ife,1,e,na,1.0,M
ligaya,a,ya,aya,1,a,na,0.3,F
lige,e,ge,ige,1,e,na,1.0,M
ligeia,a,ia,eia,1,a,na,0.5,F
light,t,ht,ght,0,n,na,0.0,M
ligia,a,ia,gia,1,a,na,0.5,F
ligita,a,ta,ita,1,a,na,0.3,F
lihanna,a,na,nna,1,a,na,0.3,F
lihi,i,hi,ihi,1,i,na,0.5,F
liiam,m,am,iam,0,n,na,0.0,M
liibaan,n,an,aan,0,n,na,0.0,M
liiban,n,an,ban,0,n,na,0.0,M
liina,a,na,ina,1,a,na,0.5,F
liis,s,is,iis,0,n,na,0.0,F
liisa,a,sa,isa,1,a,na,0.5,F
liisi,i,si,isi,1,i,na,0.5,F
liisu,u,su,isu,1,u,na,0.5,F
lija,a,ja,ija,1,a,na,0.5,F
lijah,h,ah,jah,0,n,na,0.0,M
lijana,a,na,ana,1,a,na,0.3,F
lijsbeth,h,th,eth,0,n,na,0.0,F
like,e,ke,ike,1,e,na,1.0,M
likesha,a,ha,sha,1,a,ha,0.3,F
likhita,a,ta,ita,1,a,na,0.3,F
likhitha,a,ha,tha,1,a,ha,0.3,F
likisha,a,ha,sha,1,a,ha,0.3,F
likita,a,ta,ita,1,a,na,0.3,F
liko,o,ko,iko,1,o,na,0.5,M
lil,l,il,lil,0,n,na,0.0,F
lila,a,la,ila,1,a,na,0.5,F
lilabai,i,ai,bai,1,i,na,0.3,F
lilac,c,ac,lac,0,n,na,0.0,F
lilach,h,ch,ach,0,n,na,0.0,F
liladevi,i,vi,evi,1,i,na,0.2,F
lilagrace,e,ce,ace,1,e,na,0.3,F
lilah,h,ah,lah,0,n,na,0.0,F
lilaki,i,ki,aki,1,i,na,0.3,F
lilamae,e,ae,mae,1,e,na,0.5,F
lilan,n,an,lan,0,n,na,0.0,F
lilana,a,na,ana,1,a,na,0.3,F
lilandra,a,ra,dra,1,a,na,0.3,F
lilani,i,ni,ani,1,i,na,0.3,F
lilany,y,ny,any,0,n,na,0.0,F
lilar,r,ar,lar,0,n,na,0.0,F
lilaram,m,am,ram,0,n,na,0.0,M
lilarose,e,se,ose,1,e,na,0.3,F
lilas,s,as,las,0,n,na,0.0,F
lilavati,i,ti,ati,1,i,na,0.2,F
lilbern,n,rn,ern,0,n,na,0.0,M
lilbert,t,rt,ert,0,n,na,0.0,M
lilborn,n,rn,orn,0,n,na,0.0,M
lilburn,n,rn,urn,0,n,na,0.0,M
lile,e,le,ile,1,e,na,0.5,F
lilea,a,ea,lea,1,a,na,0.5,F
lileah,h,ah,eah,0,n,na,0.0,F
lileana,a,na,ana,1,a,na,0.3,F
lileas,s,as,eas,0,n,na,0.0,F
lilee,e,ee,lee,1,e,na,1.0,F
lileeann,n,nn,ann,0,n,na,0.0,F
lileigh,h,gh,igh,0,n,na,0.0,F
liler,r,er,ler,0,n,na,0.0,F
lilette,e,te,tte,1,e,na,0.5,F
liley,y,ey,ley,0,n,na,0.0,F
lili,i,li,ili,1,i,na,0.5,F
lilia,a,ia,lia,1,a,na,0.5,F
liliah,h,ah,iah,0,n,na,0.0,F
liliahna,a,na,hna,1,a,na,0.3,F
liliam,m,am,iam,0,n,na,0.0,F
liliana,a,na,ana,1,a,na,0.3,F
lilianah,h,ah,nah,0,n,na,0.0,F
liliane,e,ne,ane,1,e,na,0.5,F
liliani,i,ni,ani,1,i,na,0.3,F
liliann,n,nn,ann,0,n,na,0.0,F
lilianna,a,na,nna,1,a,na,0.3,F
liliannah,h,ah,nah,0,n,na,0.0,F
lilianne,e,ne,nne,1,e,na,0.5,F
liliano,o,no,ano,1,o,na,0.3,F
liliany,y,ny,any,0,n,na,0.0,F
lilias,s,as,ias,0,n,na,0.0,F
liliauna,a,na,una,1,a,na,0.3,F
lilibet,t,et,bet,0,n,na,0.0,F
lilibeth,h,th,eth,0,n,na,0.0,F
lilica,a,ca,ica,1,a,na,0.3,F
lilidh,h,dh,idh,0,n,na,0.0,F
lilie,e,ie,lie,1,e,na,1.0,F
lilien,n,en,ien,0,n,na,0.0,F
lilienne,e,ne,nne,1,e,na,0.5,F
lilija,a,ja,ija,1,a,na,0.3,F
lilijana,a,na,ana,1,a,na,0.2,F
lilika,a,ka,ika,1,a,na,0.3,F
lilikoi,i,oi,koi,1,i,na,0.3,F
lilima,a,ma,ima,1,a,na,0.3,F
