name,1-gram,2-gram,3-gram,last_letter_vowel,vowel,sonorants,ratio_of_syllable,gender
vaaman,n,an,man,0,n,na,0.0,M
vaamdev,v,ev,dev,0,n,na,0.0,M
vaanee,e,ee,nee,1,e,na,1.0,M
vaasavadatta,a,ta,tta,1,a,na,0.2,M
vaasuki,i,ki,uki,1,i,na,0.3,M
vaatsyaayan,n,an,yan,0,n,na,0.0,M
vaayu,u,yu,ayu,1,u,na,0.5,M
vachan,n,an,han,0,n,na,0.0,M
vachaspati,i,ti,ati,1,i,na,0.2,M
vadin,n,in,din,0,n,na,0.0,M
vadish,h,sh,ish,0,n,na,0.0,M
vagindra,a,ra,dra,1,a,na,0.3,M
vagish,h,sh,ish,0,n,na,0.0,M
vahin,n,in,hin,0,n,na,0.0,M
vaibhav,v,av,hav,0,n,na,0.0,M
vaidya,a,ya,dya,1,a,na,0.5,M
vaidyanaath,h,th,ath,0,n,na,0.0,M
vaijayi,i,yi,ayi,1,i,na,0.3,M
vaijnath,h,th,ath,0,n,na,0.0,M
vaikartan,n,an,tan,0,n,na,0.0,M
vaikhan,n,an,han,0,n,na,0.0,M
vaikunth,h,th,nth,0,n,na,0.0,M
vaikuntanath,h,th,ath,0,n,na,0.0,M
vainavin,n,in,vin,0,n,na,0.0,M
vairaj,j,aj,raj,0,n,na,0.0,M
vairaja,a,ja,aja,1,a,na,0.3,M
vairat,t,at,rat,0,n,na,0.0,M
vairinchya,a,ya,hya,1,a,na,0.3,M
vairochan,n,an,han,0,n,na,0.0,M
vaisak,k,ak,sak,0,n,na,0.0,M
vaishant,t,nt,ant,0,n,na,0.0,M
vaishnav,v,av,nav,0,n,na,0.0,M
vaishwaanar,r,ar,nar,0,n,na,0.0,M
vaiwaswat,t,at,wat,0,n,na,0.0,M
vajasani,i,ni,ani,1,i,na,0.2,M
vajendra,a,ra,dra,1,a,na,0.3,M
vajrang,g,ng,ang,0,n,na,0.0,M
vajraang,g,ng,ang,0,n,na,0.0,M
vajrabaahu,u,hu,ahu,1,u,na,0.2,M
vajradhar,r,ar,har,0,n,na,0.0,M
vajrahast,t,st,ast,0,n,na,0.0,M
vajrajit,t,it,jit,0,n,na,0.0,M
vajrakaya,a,ya,aya,1,a,na,0.2,M
vajraksha,a,ha,sha,1,a,ha,0.3,M
vajramani,i,ni,ani,1,i,na,0.2,M
vajrapaani,i,ni,ani,1,i,na,0.2,M
vajrin,n,in,rin,0,n,na,0.0,M
vakrabhuj,j,uj,huj,0,n,na,0.0,M
vakratund,d,nd,und,0,n,na,0.0,M
valaak,k,ak,aak,0,n,na,0.0,M
vallabh,h,bh,abh,0,n,na,0.0,M
valmiki,i,ki,iki,1,i,na,0.3,M
vama,a,ma,ama,1,a,na,0.5,M
vamadev,v,ev,dev,0,n,na,0.0,M
vamsi,i,si,msi,1,i,na,0.5,M
vamsidhar,r,ar,har,0,n,na,0.0,M
vamsikrishna,a,na,hna,1,a,na,0.2,M
vanabihari,i,ri,ari,1,i,na,0.2,M
vanad,d,ad,nad,0,n,na,0.0,M
vanadev,v,ev,dev,0,n,na,0.0,M
vanajit,t,it,jit,0,n,na,0.0,M
vanamalin,n,in,lin,0,n,na,0.0,M
vandan,n,an,dan,0,n,na,0.0,M
vanhi,i,hi,nhi,1,i,na,0.5,M
vanij,j,ij,nij,0,n,na,0.0,M
vaninadh,h,dh,adh,0,n,na,0.0,M
vanmaalee,e,ee,lee,1,e,na,0.5,M
vanraaj,j,aj,aaj,0,n,na,0.0,M
vansh,h,sh,nsh,0,n,na,0.0,M
vansheedhar,r,ar,har,0,n,na,0.0,M
vanshya,a,ya,hya,1,a,na,0.5,M
varid,d,id,rid,0,n,na,0.0,M
varidhvaran,n,an,ran,0,n,na,0.0,M
variya,a,ya,iya,1,a,na,0.3,M
varendra,a,ra,dra,1,a,na,0.3,M
varaah,h,ah,aah,0,n,na,0.0,M
varaahamihir,r,ir,hir,0,n,na,0.0,M
vardaan,n,an,aan,0,n,na,0.0,M
varad,d,ad,rad,0,n,na,0.0,M
varadaraaj,j,aj,aaj,0,n,na,0.0,M
varana,a,na,ana,1,a,na,0.3,M
vardhaman,n,an,man,0,n,na,0.0,M
vardhan,n,an,han,0,n,na,0.0,M
varesh,h,sh,esh,0,n,na,0.0,M
vareshvar,r,ar,var,0,n,na,0.0,M
varij,j,ij,rij,0,n,na,0.0,M
varin,n,in,rin,0,n,na,0.0,M
varindra,a,ra,dra,1,a,na,0.3,M
varish,h,sh,ish,0,n,na,0.0,M
variyas,s,as,yas,0,n,na,0.0,M
varshik,k,ik,hik,0,n,na,0.0,M
vartanu,u,nu,anu,1,u,na,0.3,M
varun,n,un,run,0,n,na,0.0,M
varunesh,h,sh,esh,0,n,na,0.0,M
vasant,t,nt,ant,0,n,na,0.0,M
vasantamaalika,a,ka,ika,1,a,na,0.2,M
vasav,v,av,sav,0,n,na,0.0,M
vasavaj,j,aj,vaj,0,n,na,0.0,M
vashisht,t,ht,sht,0,n,na,0.0,M
vasistha,a,ha,tha,1,a,ha,0.3,M
vasu,u,su,asu,1,u,na,0.5,M
vasudev,v,ev,dev,0,n,na,0.0,M
vasuki,i,ki,uki,1,i,na,0.3,M
vasuman,n,an,man,0,n,na,0.0,M
vasumat,t,at,mat,0,n,na,0.0,M
vasumitra,a,ra,tra,1,a,na,0.2,M
vasupati,i,ti,ati,1,i,na,0.2,M
vasur,r,ur,sur,0,n,na,0.0,M
vasuroop,p,op,oop,0,n,na,0.0,M
vasusen,n,en,sen,0,n,na,0.0,M
vatatmaj,j,aj,maj,0,n,na,0.0,M
vatradhara,a,ra,ara,1,a,na,0.2,M
vatsa,a,sa,tsa,1,a,na,0.5,M
vatsal,l,al,sal,0,n,na,0.0,M
vatsapal,l,al,pal,0,n,na,0.0,M
vatsar,r,ar,sar,0,n,na,0.0,M
vatsin,n,in,sin,0,n,na,0.0,M
vaydeesh,h,sh,esh,0,n,na,0.0,M
vayu,u,yu,ayu,1,u,na,0.5,M
vayujat,t,at,jat,0,n,na,0.0,M
vayun,n,un,yun,0,n,na,0.0,M
vayunand,d,nd,and,0,n,na,0.0,M
vayya,a,ya,yya,1,a,na,0.5,M
ved,d,ed,Ved,0,n,na,0.0,M
vedanga,a,ga,nga,1,a,na,0.3,M
vedant,t,nt,ant,0,n,na,0.0,M
vedanth,h,th,nth,0,n,na,0.0,M
vedaprakash,h,sh,ash,0,n,na,0.0,M
vedatman,n,an,man,0,n,na,0.0,M
vedatmane,e,ne,ane,1,e,na,0.3,M
vedavrata,a,ta,ata,1,a,na,0.2,M
vedbhushan,n,an,han,0,n,na,0.0,M
vedesh,h,sh,esh,0,n,na,0.0,M
vedmohan,n,an,han,0,n,na,0.0,M
vedavyaas,s,as,aas,0,n,na,0.0,M
veekshith,h,th,ith,0,n,na,0.0,M
veer,r,er,eer,0,n,na,0.0,M
veerbhadra,a,ra,dra,1,a,na,0.3,M
veerendra,a,ra,dra,1,a,na,0.3,M
veerottam,m,am,tam,0,n,na,0.0,M
velan,n,an,lan,0,n,na,0.0,M
venavir,r,ir,vir,0,n,na,0.0,M
veni,i,ni,eni,1,i,na,0.5,M
venimadhav,v,av,hav,0,n,na,0.0,M
venkat,t,at,kat,0,n,na,0.0,M
venkataraman,n,an,man,0,n,na,0.0,M
venkatesh,h,sh,esh,0,n,na,0.0,M
venu,u,nu,enu,1,u,na,0.5,M
venumadhav,v,av,hav,0,n,na,0.0,M
venugopal,l,al,pal,0,n,na,0.0,M
veydant,t,nt,ant,0,n,na,0.0,M
viamrsh,h,sh,rsh,0,n,na,0.0,M
vibhaakar,r,ar,kar,0,n,na,0.0,M
vibhaavasu,u,su,asu,1,u,na,0.2,M
vibhas,s,as,has,0,n,na,0.0,M
vibhat,t,at,hat,0,n,na,0.0,M
vibhavasu,u,su,asu,1,u,na,0.2,M
vibhishan,n,an,han,0,n,na,0.0,M
vibhor,r,or,hor,0,n,na,0.0,M
vibhu,u,hu,bhu,1,u,na,0.5,M
vibhudendra,a,ra,dra,1,a,na,0.2,M
vibhumat,t,at,mat,0,n,na,0.0,M
vibhusnu,u,nu,snu,1,u,na,0.3,M
vibhut,t,ut,hut,0,n,na,0.0,M
vibodh,h,dh,odh,0,n,na,0.0,M
vidarbh,h,bh,rbh,0,n,na,0.0,M
videh,h,eh,deh,0,n,na,0.0,M
vidhatru,u,ru,tru,1,u,na,0.3,M
vidhesh,h,sh,esh,0,n,na,0.0,M
vidhu,u,hu,dhu,1,u,na,0.5,M
vidhyadhar,r,ar,har,0,n,na,0.0,M
vidip,p,ip,dip,0,n,na,0.0,M
vidit,t,it,dit,0,n,na,0.0,M
vidojas,s,as,jas,0,n,na,0.0,M
vidur,r,ur,dur,0,n,na,0.0,M
vidvan,n,an,van,0,n,na,0.0,M
vidvatam,m,am,tam,0,n,na,0.0,M
vidyaaranya,a,ya,nya,1,a,na,0.2,M
vidyacharan,n,an,ran,0,n,na,0.0,M
vidyadhar,r,ar,har,0,n,na,0.0,M
vidyaranya,a,ya,nya,1,a,na,0.2,M
vidyasagar,r,ar,gar,0,n,na,0.0,M
vidyut,t,ut,yut,0,n,na,0.0,M
vighnajit,t,it,jit,0,n,na,0.0,M
vighnaraaj,j,aj,aaj,0,n,na,0.0,M
vighnesh,h,sh,esh,0,n,na,0.0,M
vighneshwar,r,ar,war,0,n,na,0.0,M
vigrah,h,ah,rah,0,n,na,0.0,M
vihaan,n,an,aan,0,n,na,0.0,M
vihanga,a,ga,nga,1,a,na,0.3,M
vihang,g,ng,ang,0,n,na,0.0,M
vijay,y,ay,jay,0,n,na,0.0,M
vijayant,t,nt,ant,0,n,na,0.0,M
vijayarathna,a,na,hna,1,a,na,0.2,M
vijayendra,a,ra,dra,1,a,na,0.2,M
vijayesh,h,sh,esh,0,n,na,0.0,M
vijayketu,u,tu,etu,1,u,na,0.2,M
vijeesh,h,sh,esh,0,n,na,0.0,M
vijendra,a,ra,dra,1,a,na,0.3,M
vijeta,a,ta,eta,1,a,na,0.3,M
vijigeesh,h,sh,esh,0,n,na,0.0,M
vijul,l,ul,jul,0,n,na,0.0,M
vijval,l,al,val,0,n,na,0.0,M
vikarnan,n,an,nan,0,n,na,0.0,M
vikas,s,as,kas,0,n,na,0.0,M
vikat,t,at,kat,0,n,na,0.0,M
vikern,n,rn,ern,0,n,na,0.0,M
vikesh,h,sh,esh,0,n,na,0.0,M
vikram,m,am,ram,0,n,na,0.0,M
vikramaditya,a,ya,tya,1,a,na,0.2,M
vikramajit,t,it,jit,0,n,na,0.0,M
vikramendra,a,ra,dra,1,a,na,0.2,M
vikramin,n,in,min,0,n,na,0.0,M
vikrant,t,nt,ant,0,n,na,0.0,M
viksar,r,ar,sar,0,n,na,0.0,M
vikunth,h,th,nth,0,n,na,0.0,M
vikyath,h,th,ath,0,n,na,0.0,M
vilas,s,as,las,0,n,na,0.0,M
vilochan,n,an,han,0,n,na,0.0,M
vilohit,t,it,hit,0,n,na,0.0,M
vilok,k,ok,lok,0,n,na,0.0,M
vilokan,n,an,kan,0,n,na,0.0,M
vimal,l,al,mal,0,n,na,0.0,M
vimaladitya,a,ya,tya,1,a,na,0.2,M
vimalmani,i,ni,ani,1,i,na,0.2,M
vimridh,h,dh,idh,0,n,na,0.0,M
vinayak,k,ak,yak,0,n,na,0.0,M
vinahast,t,st,ast,0,n,na,0.0,M
vinamar,r,ar,mar,0,n,na,0.0,M
vinay,y,ay,nay,0,n,na,0.0,M
vineet,t,et,eet,0,n,na,0.0,M
vinesh,h,sh,esh,0,n,na,0.0,M
vinil,l,il,nil,0,n,na,0.0,M
vinochan,n,an,han,0,n,na,0.0,M
vinod,d,od,nod,0,n,na,0.0,M
vinoo,o,oo,noo,1,o,na,0.5,M
vipan,n,an,pan,0,n,na,0.0,M
vipaschit,t,it,hit,0,n,na,0.0,M
vipin,n,in,pin,0,n,na,0.0,M
vipinbehari,i,ri,ari,1,i,na,0.2,M
viplav,v,av,lav,0,n,na,0.0,M
vipreet,t,et,eet,0,n,na,0.0,M
vipul,l,ul,pul,0,n,na,0.0,M
vir,r,ir,Vir,0,n,na,0.0,M
viraaj,j,aj,aaj,0,n,na,0.0,M
viraat,t,at,aat,0,n,na,0.0,M
virabhadra,a,ra,dra,1,a,na,0.2,M
viral,l,al,ral,0,n,na,0.0,M
viranath,h,th,ath,0,n,na,0.0,M
viranchi,i,hi,chi,1,i,na,0.3,M
virasana,a,na,ana,1,a,na,0.2,M
virat,t,at,rat,0,n,na,0.0,M
virata,a,ta,ata,1,a,na,0.3,M
virbhanu,u,nu,anu,1,u,na,0.3,M
virendra,a,ra,dra,1,a,na,0.3,M
viresh,h,sh,esh,0,n,na,0.0,M
vireshvar,r,ar,var,0,n,na,0.0,M
virikvas,s,as,vas,0,n,na,0.0,M
virinchi,i,hi,chi,1,i,na,0.3,M
virochan,n,an,han,0,n,na,0.0,M
virudh,h,dh,udh,0,n,na,0.0,M
virurch,h,ch,rch,0,n,na,0.0,M
visamaksh,h,sh,ksh,0,n,na,0.0,M
vishal,l,al,hal,0,n,na,0.0,M
vishaalaaksh,h,sh,ksh,0,n,na,0.0,M
vishakh,h,kh,akh,0,n,na,0.0,M
vishalya,a,ya,lya,1,a,na,0.3,M
vishantak,k,ak,tak,0,n,na,0.0,M
vishatan,n,an,tan,0,n,na,0.0,M
vishesh,h,sh,esh,0,n,na,0.0,M
vishikh,h,kh,ikh,0,n,na,0.0,M
vishnahpu,u,pu,hpu,1,u,na,0.3,M
vishnay,y,ay,nay,0,n,na,0.0,M
vishnu,u,nu,hnu,1,u,na,0.5,M
vishnudutt,t,tt,utt,0,n,na,0.0,M
vishodhan,n,an,han,0,n,na,0.0,M
vishram,m,am,ram,0,n,na,0.0,M
vishresh,h,sh,esh,0,n,na,0.0,M
vishruth,h,th,uth,0,n,na,0.0,M
vishtasp,p,sp,asp,0,n,na,0.0,M
vishv,v,hv,shv,0,n,na,0.0,M
vishva,a,va,hva,1,a,na,0.5,M
vishvadev,v,ev,dev,0,n,na,0.0,M
vishvadhar,r,ar,har,0,n,na,0.0,M
vishvag,g,ag,vag,0,n,na,0.0,M
vishvahetu,u,tu,etu,1,u,na,0.2,M
vishvajit,t,it,jit,0,n,na,0.0,M
vishvakarma,a,ma,rma,1,a,na,0.2,M
vishvaketu,u,tu,etu,1,u,na,0.2,M
vishvam,m,am,vam,0,n,na,0.0,M
vishvamitra,a,ra,tra,1,a,na,0.2,M
vishvanabh,h,bh,abh,0,n,na,0.0,M
vishvanaath,h,th,ath,0,n,na,0.0,M
vishvaretas,s,as,tas,0,n,na,0.0,M
vishvatma,a,ma,tma,1,a,na,0.3,M
vishvesh,h,sh,esh,0,n,na,0.0,M
vishwaamitra,a,ra,tra,1,a,na,0.2,M
vishvas,s,as,vas,0,n,na,0.0,M
vishwajeet,t,et,eet,0,n,na,0.0,M
vishwakarma,a,ma,rma,1,a,na,0.2,M
vishwambhar,r,ar,har,0,n,na,0.0,M
vishwamitra,a,ra,tra,1,a,na,0.2,M
vishwankar,r,ar,kar,0,n,na,0.0,M
vishwaroop,p,op,oop,0,n,na,0.0,M
vishwast,t,st,ast,0,n,na,0.0,M
vishwasth,h,th,sth,0,n,na,0.0,M
vishwatma,a,ma,tma,1,a,na,0.3,M
vishweshwar,r,ar,war,0,n,na,0.0,M
vismay,y,ay,may,0,n,na,0.0,M
visvajit,t,it,jit,0,n,na,0.0,M
visvayu,u,yu,ayu,1,u,na,0.3,M
viswanath,h,th,ath,0,n,na,0.0,M
vitabhay,y,ay,hay,0,n,na,0.0,M
vitaharya,a,ya,rya,1,a,na,0.2,M
vitashokha,a,ha,kha,1,a,ha,0.2,M
vitasta,a,ta,sta,1,a,na,0.3,M
vithala,a,la,ala,1,a,na,0.3,M
vitola,a,la,ola,1,a,na,0.3,M
vittanath,h,th,ath,0,n,na,0.0,M
vittesh,h,sh,esh,0,n,na,0.0,M
vitthal,l,al,hal,0,n,na,0.0,M
vivaan,n,an,aan,0,n,na,0.0,M
vivan,n,an,van,0,n,na,0.0,M
vivash,h,sh,ash,0,n,na,0.0,M
vivaswat,t,at,wat,0,n,na,0.0,M
vivatma,a,ma,tma,1,a,na,0.3,M
vivek,k,ek,vek,0,n,na,0.0,M
vivekananda,a,da,nda,1,a,na,0.2,M
vivin,n,in,vin,0,n,na,0.0,M
vrajakishore,e,re,ore,1,e,na,0.2,M
vrajalal,l,al,lal,0,n,na,0.0,M
vrajamohan,n,an,han,0,n,na,0.0,M
vrajanadan,n,an,dan,0,n,na,0.0,M
vrajesh,h,sh,esh,0,n,na,0.0,M
vrajraj,j,aj,raj,0,n,na,0.0,M
vratesh,h,sh,esh,0,n,na,0.0,M
vrisa,a,sa,isa,1,a,na,0.5,M
vrisag,g,ag,sag,0,n,na,0.0,M
vrisan,n,an,san,0,n,na,0.0,M
vrisangan,n,an,gan,0,n,na,0.0,M
vrisapati,i,ti,ati,1,i,na,0.2,M
vrishab,b,ab,hab,0,n,na,0.0,M
vrishabh,h,bh,abh,0,n,na,0.0,M
vrishabhaanu,u,nu,anu,1,u,na,0.2,M
vrishank,k,nk,ank,0,n,na,0.0,M
vrishin,n,in,hin,0,n,na,0.0,M
vrisini,i,ni,ini,1,i,na,0.3,M
vyan,n,an,yan,0,n,na,0.0,M
vyasa,a,sa,asa,1,a,na,0.5,M
vyom,m,om,yom,0,n,na,0.0,M
vyomaang,g,ng,ang,0,n,na,0.0,M
vyomdev,v,ev,dev,0,n,na,0.0,M
vyomakesh,h,sh,esh,0,n,na,0.0,M
vyomesh,h,sh,esh,0,n,na,0.0,M
vyshnav,v,av,nav,0,n,na,0.0,M
yadav,v,av,dav,0,n,na,0.0,M
yadavendra,a,ra,dra,1,a,na,0.2,M
yadu,u,du,adu,1,u,na,0.5,M
yadunandan,n,an,dan,0,n,na,0.0,M
yadunath,h,th,ath,0,n,na,0.0,M
yaduraj,j,aj,raj,0,n,na,0.0,M
yaduvir,r,ir,vir,0,n,na,0.0,M
yagna,a,na,gna,1,a,na,0.5,M
yagnesh,h,sh,esh,0,n,na,0.0,M
yagya,a,ya,gya,1,a,na,0.5,M
yagyasen,n,en,sen,0,n,na,0.0,M
yagyesh,h,sh,esh,0,n,na,0.0,M
yaj,j,aj,Yaj,0,n,na,0.0,M
yajat,t,at,jat,0,n,na,0.0,M
yajnadhar,r,ar,har,0,n,na,0.0,M
yajnarup,p,up,rup,0,n,na,0.0,M
yajnesh,h,sh,esh,0,n,na,0.0,M
yakootah,h,ah,tah,0,n,na,0.0,M
yaksha,a,ha,sha,1,a,ha,0.5,M
yamahil,l,il,hil,0,n,na,0.0,M
yamajit,t,it,jit,0,n,na,0.0,M
yamha,a,ha,mha,1,a,mha,0.5,M
yamir,r,ir,mir,0,n,na,0.0,M
yash,h,sh,ash,0,n,na,0.0,M
yashas,s,as,has,0,n,na,0.0,M
yashmit,t,it,mit,0,n,na,0.0,M
yashodev,v,ev,dev,0,n,na,0.0,M
yashodhan,n,an,han,0,n,na,0.0,M
yashodhar,r,ar,har,0,n,na,0.0,M
yashovardhana,a,na,ana,1,a,na,0.2,M
yashovarman,n,an,man,0,n,na,0.0,M
yashpal,l,al,pal,0,n,na,0.0,M
yashraj,j,aj,raj,0,n,na,0.0,M
yashvasin,n,in,sin,0,n,na,0.0,M
yashwant,t,nt,ant,0,n,na,0.0,M
yasti,i,ti,sti,1,i,na,0.5,M
yathavan,n,an,van,0,n,na,0.0,M
yatin,n,in,tin,0,n,na,0.0,M
yatindra,a,ra,dra,1,a,na,0.3,M
yatish,h,sh,ish,0,n,na,0.0,M
yatiyasa,a,sa,asa,1,a,na,0.2,M
yatnesh,h,sh,esh,0,n,na,0.0,M
yayati,i,ti,ati,1,i,na,0.3,M
yayin,n,in,yin,0,n,na,0.0,M
yog,g,og,Yog,0,n,na,0.0,M
yogadeva,a,va,eva,1,a,na,0.2,M
yoganidra,a,ra,dra,1,a,na,0.2,M
yogendra,a,ra,dra,1,a,na,0.3,M
yogesh,h,sh,esh,0,n,na,0.0,M
yograj,j,aj,raj,0,n,na,0.0,M
yogi,i,gi,ogi,1,i,na,0.5,M
yoginampati,i,ti,ati,1,i,na,0.2,M
yogine,e,ne,ine,1,e,na,0.5,M
yogiraj,j,aj,raj,0,n,na,0.0,M
yojit,t,it,jit,0,n,na,0.0,M
yudhajit,t,it,jit,0,n,na,0.0,M
yudhisthir,r,ir,hir,0,n,na,0.0,M
yugandhar,r,ar,har,0,n,na,0.0,M
yugantar,r,ar,tar,0,n,na,0.0,M
yukta,a,ta,kta,1,a,na,0.5,M
yuval,l,al,val,0,n,na,0.0,M
yuvaraj,j,aj,raj,0,n,na,0.0,M
yuyutsu,u,su,tsu,1,u,na,0.3,M
zahin,n,in,hin,0,n,na,0.0,M
zaiden,n,en,den,0,n,na,0.0,M
zain,n,in,ain,0,n,na,0.0,M
zaki,i,ki,aki,1,i,na,0.5,M
zeeshan,n,an,han,0,n,na,0.0,M
zahir,r,ir,hir,0,n,na,0.0,M
zakiy,y,iy,kiy,0,n,na,0.0,M
zamir,r,ir,mir,0,n,na,0.0,M
zarir,r,ir,rir,0,n,na,0.0,M
zev,v,ev,Zev,0,n,na,0.0,M
zayd,d,yd,ayd,0,n,na,0.0,M
aabha,a,ha,bha,1,a,ha,1.0,F
aabharana,a,na,ana,1,a,na,0.5,F
aadarshini,i,ni,ini,1,i,na,0.5,F
aadhya,a,ya,hya,1,a,na,1.0,F
aadita,a,ta,ita,1,a,na,0.7,F
aadrika,a,ka,ika,1,a,na,0.7,F
aahlaadita,a,ta,ita,1,a,na,0.5,F
aahna,a,na,hna,1,a,na,1.0,F
aakanksha,a,ha,sha,1,a,ha,0.7,F
aakriti,i,ti,iti,1,i,na,0.7,F
aaloka,a,ka,oka,1,a,na,0.7,F
aamaal,l,al,aal,0,n,na,0.5,F
aamani,i,ni,ani,1,i,na,0.7,F
aamrapali,i,li,ali,1,i,na,0.5,F
aanandamayee,e,ee,yee,1,e,na,0.5,F
aanandi,i,di,ndi,1,i,na,0.7,F
aanandita,a,ta,ita,1,a,na,0.5,F
aanchal,l,al,hal,0,n,na,0.5,F
aaniya,a,ya,iya,1,a,na,0.7,F
aapti,i,ti,pti,1,i,na,1.0,F
aaral,l,al,ral,0,n,na,0.5,F
aaradhya,a,ya,hya,1,a,na,0.7,F
aaratrika,a,ka,ika,1,a,na,0.5,F
aarati,i,ti,ati,1,i,na,0.7,F
aarika,a,ka,ika,1,a,na,0.7,F
aarini,i,ni,ini,1,i,na,0.7,F
aarna,a,na,rna,1,a,na,1.0,F
aarohi,i,hi,ohi,1,i,na,0.7,F
aarti,i,ti,rti,1,i,na,1.0,F
aarushi,i,hi,shi,1,i,na,0.7,F
aasha,a,ha,sha,1,a,ha,1.0,F
aashalata,a,ta,ata,1,a,na,0.5,F
aashi,i,hi,shi,1,i,na,1.0,F
aashiyana,a,na,ana,1,a,na,0.5,F
aashna,a,na,hna,1,a,na,1.0,F
aashni,i,ni,hni,1,i,na,1.0,F
aashritha,a,ha,tha,1,a,ha,0.7,F
aasia,a,ia,sia,1,a,na,1.0,F
aastha,a,ha,tha,1,a,ha,1.0,F
aathmika,a,ka,ika,1,a,na,0.7,F
aatmaja,a,ja,aja,1,a,na,0.7,F
aayushi,i,hi,shi,1,i,na,0.7,F
abha,a,ha,bha,1,a,ha,1.0,F
abhaya,a,ya,aya,1,a,na,0.7,F
abhijaata,a,ta,ata,1,a,na,0.5,F
abhijita,a,ta,ita,1,a,na,0.5,F
abhilasha,a,ha,sha,1,a,ha,0.5,F
abhimani,i,ni,ani,1,i,na,0.5,F
abhipsa,a,sa,psa,1,a,na,0.7,F
abhira,a,ra,ira,1,a,na,0.7,F
abhiri,i,ri,iri,1,i,na,0.7,F
abhirami,i,mi,ami,1,i,na,0.5,F
abhiruchi,i,hi,chi,1,i,na,0.5,F
abhirupa,a,pa,upa,1,a,na,0.5,F
abhisarika,a,ka,ika,1,a,na,0.4,F
abishta,a,ta,hta,1,a,na,0.7,F
abhitha,a,ha,tha,1,a,ha,0.7,F
abirami,i,mi,ami,1,i,na,0.5,F
ablaa,a,aa,laa,1,a,na,1.0,F
aboli,i,li,oli,1,i,na,0.7,F
achala,a,la,ala,1,a,na,0.7,F
achla,a,la,hla,1,a,na,1.0,F
achira,a,ra,ira,1,a,na,0.7,F
adhira,a,ra,ira,1,a,na,0.7,F
adhishree,e,ee,ree,1,e,na,1.0,F
adishakti,i,ti,kti,1,i,na,0.5,F
aditi,i,ti,iti,1,i,na,0.7,F
aditri,i,ri,tri,1,i,na,0.7,F
adrika,a,ka,ika,1,a,na,0.7,F
advika,a,ka,ika,1,a,na,0.7,F
adwita,a,ta,ita,1,a,na,0.7,F
adwiteya,a,ya,eya,1,a,na,0.5,F
adwitiya,a,ya,iya,1,a,na,0.5,F
adya,a,ya,dya,1,a,na,1.0,F
agamya,a,ya,mya,1,a,na,0.7,F
aghanashini,i,ni,ini,1,i,na,0.4,F
agnishikha,a,ha,kha,1,a,ha,0.5,F
agrata,a,ta,ata,1,a,na,0.7,F
agrima,a,ma,ima,1,a,na,0.7,F
agriya,a,ya,iya,1,a,na,0.7,F
ahalya,a,ya,lya,1,a,na,0.7,F
ahimsa,a,sa,msa,1,a,na,0.7,F
ahladita,a,ta,ita,1,a,na,0.5,F
aishani,i,ni,ani,1,i,na,0.7,F
aishi,i,hi,shi,1,i,na,1.0,F
aishwarya,a,ya,rya,1,a,na,0.7,F
ajaa,a,aa,jaa,1,a,na,1.0,F
aja,a,ja,Aja,1,a,na,2.0,F
ajala,a,la,ala,1,a,na,0.7,F
ajastha,a,ha,tha,1,a,ha,0.7,F
ajaya,a,ya,aya,1,a,na,0.7,F
ajita,a,ta,ita,1,a,na,0.7,F
akane,e,ne,ane,1,e,na,1.0,F
akanksha,a,ha,sha,1,a,ha,0.7,F
akashleena,a,na,ena,1,a,na,0.5,F
akhila,a,la,ila,1,a,na,0.7,F
akira,a,ra,ira,1,a,na,0.7,F
akriti,i,ti,iti,1,i,na,0.7,F
akshadha,a,ha,dha,1,a,ha,0.7,F
akshainie,e,ie,nie,1,e,na,1.0,F
akshara,a,ra,ara,1,a,na,0.7,F
akshata,a,ta,ata,1,a,na,0.7,F
akshayaa,a,aa,yaa,1,a,na,0.7,F
akshi,i,hi,shi,1,i,na,1.0,F
akshita,a,ta,ita,1,a,na,0.7,F
akula,a,la,ula,1,a,na,0.7,F
akuti,i,ti,uti,1,i,na,0.7,F
alaina,a,na,ina,1,a,na,0.7,F
alak,k,ak,lak,0,n,na,0.5,F
alaknanda,a,da,nda,1,a,na,0.5,F
alaka,a,ka,aka,1,a,na,0.7,F
alakananda,a,da,nda,1,a,na,0.4,F
alankrita,a,ta,ita,1,a,na,0.5,F
alda,a,da,lda,1,a,na,1.0,F
alekhya,a,ya,hya,1,a,na,0.7,F
alisha,a,ha,sha,1,a,ha,0.7,F
alka,a,ka,lka,1,a,na,1.0,F
almas,s,as,mas,0,n,na,0.5,F
aloki,i,ki,oki,1,i,na,0.7,F
alopa,a,pa,opa,1,a,na,0.7,F
alpa,a,pa,lpa,1,a,na,1.0,F
alpana,a,na,ana,1,a,na,0.7,F
alpita,a,ta,ita,1,a,na,0.7,F
am,m,Am,Am,0,n,na,1.0,F
amal,l,al,mal,0,n,na,0.5,F
amala,a,la,ala,1,a,na,0.7,F
amaldeepti,i,ti,pti,1,i,na,0.5,F
amara,a,ra,ara,1,a,na,0.7,F
amaris,s,is,ris,0,n,na,0.3,F
amba,a,ba,mba,1,a,na,1.0,F
ambaalika,a,ka,ika,1,a,na,0.5,F
ambar,r,ar,bar,0,n,na,0.5,F
ambika,a,ka,ika,1,a,na,0.7,F
ambu,u,bu,mbu,1,u,na,1.0,F
